"","Customer.Subtype","Avg.size.household","Avg.age","Customer.main.type","Married","Living.together","Other.relation","Singles","Household.without.children","Household.with.children","High.status","Entrepreneur","Farmer","Middle.management","Skilled.labourers","Unskilled.labourers","Rented.house","Home.owners","1.car","2.cars","No.car","National.Health.Service","Private.health.insurance","Income.less.then.30K","Income.in.30.45K","Income.in.45.75K","Income.in.75.122K","Income.more.then.123K","Purchasing.power.class","Cont.private.third.party.insr","Cont.car.pol","Cont.boat.pol","Num.of.private.third.party.insur","Number.of.boat.pol","Num.of.mobile.home.policies","Other.contribution","Number.of.other.policies"
"1055",11,3,3,3,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,6,2,6,0,1,0,"0",0,0
"1056",1,3,2,1,9,0,0,1,3,5,9,0,0,0,0,0,0,9,7,2,0,2,7,0,0,5,0,4,8,0,0,0,0,0,"0",0,0
"1057",29,2,5,7,6,0,3,3,4,2,1,0,0,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3,0,0,0,0,0,"0",0,0
"1058",13,3,2,3,7,0,2,0,5,4,1,1,0,5,3,1,7,2,9,0,0,3,6,0,1,5,3,0,7,0,5,0,0,0,"0",4,1
"1059",9,4,3,3,7,1,2,0,3,6,0,0,0,9,0,0,0,9,6,2,1,5,4,0,3,2,2,2,4,1,0,0,1,0,"0",0,0
"1060",33,3,3,8,7,0,2,3,2,6,1,0,0,4,5,0,2,7,7,0,2,8,1,2,2,4,2,0,3,0,6,0,0,0,"0",12,3
"1061",35,2,4,8,6,0,3,5,3,2,7,0,0,0,2,0,0,9,9,0,0,2,7,2,2,5,0,0,5,2,6,0,1,0,"1",0,0
"1062",8,4,3,2,6,1,3,0,2,7,3,1,0,5,2,1,1,8,8,0,1,6,3,1,3,4,3,1,7,0,6,0,0,0,"0",0,0
"1063",41,3,3,10,7,2,0,0,3,6,3,0,2,3,1,2,1,8,7,2,0,6,3,5,2,2,2,0,4,0,0,0,0,0,"0",0,0
"1064",32,3,3,7,7,1,2,3,2,5,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,1,2,0,0,1,0,"0",0,0
"1065",37,3,3,8,6,1,3,1,5,4,1,0,1,4,2,3,2,7,4,0,5,7,2,2,3,3,1,1,4,0,0,0,0,0,"0",4,1
"1066",8,3,3,2,7,1,2,0,2,7,3,1,0,4,2,1,1,8,7,0,2,5,4,1,2,4,3,1,7,0,5,0,0,0,"0",0,0
"1067",8,3,3,2,6,1,3,3,1,6,3,0,0,5,2,1,1,8,7,0,2,8,1,1,6,3,0,0,7,0,0,0,0,0,"0",5,1
"1068",24,2,2,5,5,2,3,3,2,5,1,0,0,3,4,2,8,1,6,1,2,8,1,6,3,1,0,0,2,2,5,0,1,0,"0",0,0
"1069",34,2,3,8,6,1,2,2,3,4,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,6,1,0,0,1,0,"0",0,0
"1070",31,3,4,7,6,1,2,1,3,5,1,0,0,3,2,4,6,3,5,0,4,7,2,6,3,1,1,0,1,2,5,0,1,0,"0",2,1
"1071",39,3,2,9,6,3,0,0,4,5,3,0,0,0,0,6,0,9,6,3,0,2,7,0,0,5,0,4,5,2,6,0,1,0,"0",1,1
"1072",33,3,3,8,7,0,2,2,3,5,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,3,0,0,0,0,0,"0",0,0
"1073",35,2,3,8,6,1,2,2,3,4,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,5,0,0,0,0,0,"0",0,0
"1074",29,2,3,7,5,1,4,3,3,3,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,3,2,6,0,1,0,"0",0,0
"1075",7,3,3,2,7,1,2,1,4,5,4,0,1,3,1,2,4,5,6,2,1,4,5,1,2,6,1,0,6,0,6,0,0,0,"1",0,0
"1076",6,3,2,2,7,1,2,1,3,6,3,1,0,4,2,1,2,7,7,1,1,5,4,1,3,5,1,0,8,0,6,0,0,0,"0",0,0
"1077",1,2,4,1,7,0,2,2,5,2,9,0,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,8,0,0,0,0,0,"0",1,2
"1078",34,3,3,8,7,1,2,1,5,4,5,0,0,2,0,2,2,7,6,2,1,5,4,1,4,5,1,0,6,0,0,0,0,0,"0",0,0
"1079",35,3,3,8,7,0,2,2,2,5,4,2,0,2,1,2,1,8,6,1,2,5,4,2,3,4,1,0,5,2,6,0,1,0,"0",4,2
"1080",33,3,3,8,9,0,0,0,0,9,0,0,0,3,3,4,4,5,6,0,3,3,6,5,0,4,0,0,3,0,0,0,0,0,"0",0,0
"1081",30,2,4,7,6,1,3,0,5,4,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,2,2,0,0,1,0,"0",0,0
"1082",8,3,2,2,7,2,0,0,6,3,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,7,2,6,0,1,0,"1",0,0
"1083",36,3,3,8,6,1,3,5,0,4,3,0,2,4,0,2,0,9,6,1,3,5,4,0,3,5,2,0,3,0,0,0,0,0,"0",0,0
"1084",8,3,3,2,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,7,0,0,0,0,0,"0",0,0
"1085",8,3,3,2,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,7,2,5,0,1,0,"0",4,1
"1086",37,2,2,8,3,2,4,4,4,2,0,0,0,7,0,2,7,2,7,0,2,9,0,4,5,0,0,0,4,0,0,0,0,0,"0",0,0
"1087",13,3,2,3,5,0,4,2,4,4,2,0,0,5,0,3,4,5,5,1,3,5,4,0,4,4,1,1,7,2,0,0,1,0,"0",0,0
"1088",38,4,2,9,8,0,1,1,1,8,1,0,0,2,0,7,8,1,5,4,1,8,1,5,4,0,0,0,4,0,0,0,0,0,"0",0,0
"1089",39,2,5,9,0,0,9,7,0,2,0,0,0,0,6,3,7,2,7,1,2,7,2,7,2,0,0,0,5,2,6,0,1,0,"0",1,1
"1090",31,2,4,7,7,0,2,0,5,4,3,0,0,3,2,2,9,0,6,0,3,7,2,1,4,4,0,0,1,2,5,0,1,0,"0",4,1
"1091",13,3,4,3,7,0,2,4,0,5,2,0,0,4,1,3,9,0,7,0,2,6,3,6,0,3,0,0,6,0,0,0,0,0,"0",0,0
"1092",37,3,3,8,7,1,2,1,4,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,2,0,0,1,0,"0",0,0
"1093",33,2,3,8,9,0,0,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,3,1,0,0,1,0,"0",0,0
"1094",26,1,5,6,3,0,6,6,3,1,2,0,0,3,3,3,8,1,5,1,4,5,4,3,3,3,1,1,1,0,6,0,0,0,"0",0,0
"1095",11,2,3,3,3,2,4,3,2,5,0,2,0,4,2,3,7,2,5,2,2,5,4,2,4,4,0,0,6,0,5,0,0,0,"0",0,0
"1096",8,2,4,2,6,0,3,4,0,5,2,2,0,6,0,0,9,0,9,0,0,2,7,6,0,2,0,2,7,0,6,0,0,0,"0",2,1
"1097",29,2,4,7,6,0,3,3,4,3,1,0,0,4,2,4,9,0,4,3,3,9,0,1,8,0,0,0,3,0,6,0,0,0,"0",0,0
"1098",35,5,3,8,4,0,5,1,1,8,3,0,0,3,1,3,1,8,7,2,0,2,7,1,0,4,0,4,6,0,0,0,0,0,"0",0,0
"1099",36,2,4,8,6,1,3,3,4,2,3,1,0,4,1,2,4,5,6,1,2,6,3,3,3,3,1,0,3,2,6,0,1,0,"0",0,0
"1100",16,2,2,4,0,2,7,6,1,2,3,0,0,3,2,3,6,3,5,1,4,6,3,4,4,0,1,1,1,0,0,0,0,0,"0",0,0
"1101",23,1,2,5,2,2,5,6,3,1,1,0,0,1,3,5,8,1,5,0,4,8,1,6,3,1,1,0,3,2,0,0,1,0,"0",0,0
"1102",23,1,3,5,2,2,5,5,3,1,1,0,0,4,1,4,8,1,4,0,5,8,1,7,2,1,0,1,3,2,6,0,1,0,"0",0,0
"1103",36,2,4,8,9,0,0,0,7,2,0,0,0,0,5,4,9,0,5,0,4,9,0,4,4,2,0,0,3,2,6,0,1,0,"1",0,0
"1104",39,3,3,9,5,2,3,2,2,6,2,0,0,1,3,5,8,1,6,1,3,9,0,2,6,1,0,0,5,0,0,0,0,0,"0",0,0
"1105",31,2,3,7,3,0,6,6,2,2,0,0,0,0,5,4,9,0,5,0,4,9,0,6,3,0,0,0,1,2,0,0,1,0,"0",0,0
"1106",39,2,4,9,3,1,6,3,2,4,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,5,0,0,0,0,0,"0",0,0
"1107",33,2,4,8,5,2,2,2,6,2,5,0,0,1,0,4,4,5,4,4,2,3,6,3,6,0,0,0,3,0,5,0,0,0,"0",4,1
"1108",41,3,3,10,7,2,0,0,3,6,2,0,2,0,4,3,4,5,7,2,0,5,4,2,2,3,3,0,4,0,6,0,0,0,"0",0,0
"1109",34,4,3,8,6,2,2,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,6,2,6,0,1,0,"0",1,1
"1110",3,3,3,1,7,1,2,0,6,3,4,0,0,2,2,1,3,6,6,2,1,5,4,0,9,0,0,0,6,2,6,0,1,0,"0",0,0
"1111",8,3,3,2,8,1,0,2,2,5,3,0,0,3,2,2,2,7,8,0,1,5,4,1,2,4,2,1,8,0,5,0,0,0,"0",0,0
"1112",38,3,3,9,6,1,2,1,2,7,0,0,0,2,2,6,9,0,7,0,2,7,2,6,3,1,0,0,4,2,0,0,1,0,"0",0,0
"1113",23,2,2,5,2,5,2,2,5,2,0,0,0,4,0,5,9,0,5,2,2,9,0,0,6,3,0,0,3,0,6,0,0,0,"0",0,0
"1114",33,2,3,8,6,1,2,3,5,2,1,0,0,2,2,6,3,6,6,1,3,8,1,2,6,1,1,0,3,0,0,0,0,0,"0",0,0
"1115",9,4,2,3,7,1,1,1,2,6,3,0,0,4,2,1,2,7,9,0,0,5,4,2,3,5,0,0,4,2,0,0,1,0,"0",0,0
"1116",24,2,3,5,2,2,5,3,6,0,0,0,0,4,3,3,9,0,3,0,6,9,0,0,7,2,0,0,2,0,0,0,0,0,"0",0,0
"1117",9,4,2,3,7,1,1,1,2,6,3,0,0,4,2,1,2,7,9,0,0,5,4,2,3,5,0,0,4,0,5,0,0,0,"0",0,0
"1118",33,3,4,8,7,0,2,2,3,5,3,1,1,2,2,1,2,7,6,2,2,5,4,5,2,2,2,1,3,2,6,0,1,0,"0",0,0
"1119",9,4,3,3,9,0,0,0,1,8,0,0,0,3,4,3,4,5,7,2,0,9,0,0,9,0,0,0,4,0,6,0,0,0,"1",0,0
"1120",7,3,3,2,7,1,2,1,4,5,4,0,1,3,1,2,4,5,6,2,1,4,5,1,2,6,1,0,6,2,0,0,1,0,"0",0,0
"1121",3,3,4,1,9,0,0,0,6,3,4,0,0,4,0,3,4,6,9,0,0,6,4,3,4,4,0,0,6,0,0,0,0,0,"0",0,0
"1122",32,2,4,7,5,1,3,4,5,1,2,0,0,3,0,5,7,2,6,1,3,6,3,4,4,2,0,0,1,0,6,0,0,0,"0",0,0
"1123",13,4,3,3,8,1,1,1,3,6,4,0,0,3,3,0,1,8,8,0,1,4,5,0,5,4,0,0,6,0,0,0,0,0,"0",0,0
"1124",30,2,3,7,7,1,2,3,5,2,0,0,0,2,2,6,3,6,9,0,0,5,4,2,3,3,3,0,2,2,5,0,1,0,"0",0,0
"1125",3,2,3,1,5,2,3,2,4,4,6,0,0,2,0,2,4,5,5,2,3,6,3,3,3,3,1,0,6,0,6,0,0,0,"1",0,0
"1126",34,3,3,8,5,0,4,2,3,4,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,6,1,6,0,1,0,"0",4,2
"1127",29,2,2,7,6,2,2,1,5,4,1,0,0,5,3,2,2,7,8,0,1,6,3,2,5,3,0,0,3,0,6,0,0,0,"0",0,0
"1128",32,3,3,7,7,1,2,2,3,5,2,1,0,4,3,1,3,6,6,2,2,5,4,3,3,3,0,0,1,2,0,0,1,0,"0",0,0
"1129",2,4,2,1,7,1,2,2,4,4,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,0,6,0,0,0,"0",0,0
"1130",34,3,2,8,7,2,0,0,4,5,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,6,1,6,0,1,0,"0",0,0
"1131",39,4,2,9,7,0,2,0,0,9,3,0,0,2,3,3,2,7,6,3,0,6,3,4,4,2,0,0,5,2,6,0,1,0,"0",1,2
"1132",9,3,2,3,7,1,2,2,3,5,3,1,1,4,2,2,6,3,7,1,2,6,3,1,3,5,1,0,4,2,6,0,1,0,"0",0,0
"1133",32,3,3,7,6,1,3,1,4,5,2,0,0,3,3,3,6,3,5,1,4,7,2,4,4,1,1,0,1,2,0,0,1,0,"0",0,0
"1134",36,4,3,8,7,1,2,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,3,1,5,0,1,0,"0",2,1
"1135",12,3,2,3,9,0,0,0,3,6,5,2,0,3,0,0,0,9,9,0,0,0,9,0,0,6,3,0,7,2,5,0,1,0,"0",3,1
"1136",32,3,3,7,7,0,2,0,5,4,2,2,0,3,3,2,2,7,7,2,0,2,7,0,5,4,0,0,1,3,6,0,2,0,"0",7,2
"1137",7,3,2,2,7,1,1,1,3,5,3,1,0,4,2,2,3,6,7,1,2,5,4,2,3,4,2,1,6,2,6,0,1,0,"0",11,3
"1138",23,2,2,5,3,4,3,3,5,2,0,0,0,4,4,2,9,0,7,1,1,8,1,3,6,1,0,0,3,0,0,0,0,0,"0",0,0
"1139",38,3,4,9,3,1,6,4,2,4,1,0,0,1,3,5,8,1,3,0,6,8,1,6,2,2,1,0,4,2,0,0,1,0,"0",0,0
"1140",33,2,4,8,5,2,2,2,6,2,5,0,0,1,0,4,4,5,4,4,2,3,6,3,6,0,0,0,3,2,5,0,1,0,"0",0,0
"1141",23,1,4,5,2,0,7,8,1,0,0,1,0,4,0,5,9,0,7,0,2,5,4,1,8,0,1,0,3,0,0,0,0,0,"0",0,0
"1142",37,2,3,8,6,1,3,1,6,2,1,0,2,3,3,2,3,6,4,0,5,7,2,2,3,1,3,2,4,0,6,3,0,1,"1",0,0
"1143",32,2,3,7,5,2,3,2,4,4,0,0,0,2,5,3,9,0,7,0,2,7,2,5,4,1,0,0,1,0,5,0,0,0,"1",5,1
"1144",38,2,4,9,7,0,2,0,5,4,5,0,0,0,0,4,9,0,6,0,3,7,2,0,4,5,0,0,4,0,6,0,0,0,"0",0,0
"1145",13,3,2,3,5,4,0,0,6,3,6,0,0,2,2,1,0,9,7,2,0,2,7,0,3,3,4,1,6,0,0,0,0,0,"0",0,0
"1146",30,2,4,7,3,0,6,6,2,2,0,0,0,0,5,4,9,0,5,0,4,9,0,6,3,0,0,0,2,0,0,0,0,0,"0",0,0
"1147",8,3,3,2,8,1,0,0,5,4,5,0,0,2,1,2,0,9,9,0,0,4,5,2,2,5,0,0,7,2,6,0,1,0,"0",0,0
"1148",40,2,4,10,6,0,3,3,2,4,0,0,7,2,0,0,0,9,5,2,3,2,7,4,2,3,0,0,3,2,0,0,1,0,"0",10,3
"1149",23,2,2,5,4,3,3,3,2,4,2,0,0,2,2,4,8,1,6,1,2,8,1,4,4,1,0,0,3,2,6,0,1,0,"0",0,0
"1150",40,3,3,10,6,0,3,3,2,5,0,0,9,0,0,0,0,9,5,2,3,7,2,5,4,0,0,0,3,0,0,0,0,0,"0",0,0
"1151",31,2,3,7,5,2,2,2,3,4,1,0,1,1,1,7,8,1,4,2,3,7,2,4,5,1,0,0,1,1,6,0,1,0,"0",0,0
"1152",23,1,2,5,3,2,5,6,2,2,1,0,0,2,3,4,8,1,5,0,4,8,1,7,2,1,0,1,3,2,0,0,1,0,"0",0,0
"1153",33,2,3,8,7,2,0,0,5,4,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,0,0,0,0,0,"0",2,1
"1154",36,3,3,8,7,1,2,2,4,4,2,1,1,3,2,3,8,1,6,0,3,6,3,3,4,3,0,0,3,0,6,0,0,0,"0",0,0
"1155",39,2,4,9,5,0,4,4,3,3,0,0,3,3,0,4,9,0,6,0,3,9,0,5,4,0,0,0,5,0,0,0,0,0,"0",0,0
"1156",37,3,3,8,6,1,3,1,5,4,1,0,1,4,2,3,2,7,4,0,5,7,2,2,3,3,1,1,4,0,0,0,0,0,"0",0,0
"1157",33,3,3,8,7,0,2,1,3,6,1,0,1,3,3,4,1,8,8,0,1,8,1,0,2,7,0,0,3,2,6,0,1,0,"0",0,0
"1158",38,3,4,9,9,0,0,0,4,5,2,0,0,2,2,4,9,0,7,0,2,4,5,0,9,0,0,0,4,0,5,0,0,0,"0",0,0
"1159",26,2,4,6,4,0,5,4,5,1,2,0,0,4,1,3,8,1,2,1,7,8,1,4,4,2,0,0,1,0,6,0,0,0,"0",0,0
"1160",9,4,3,3,8,0,1,1,1,7,1,0,0,4,4,2,2,7,8,1,0,7,2,4,2,4,0,0,4,0,5,0,0,0,"0",0,0
"1161",22,2,3,5,6,0,3,3,2,4,0,2,0,3,4,0,0,9,7,2,0,7,2,4,2,4,0,0,2,0,5,0,0,0,"0",0,0
"1162",41,2,4,10,7,1,1,0,6,3,2,2,3,2,1,2,1,8,8,0,1,5,4,2,4,3,2,0,4,0,0,0,0,0,"0",0,0
"1163",33,3,3,8,7,1,2,2,3,4,1,1,1,2,3,3,4,5,6,2,2,7,2,1,4,4,1,0,3,2,0,0,1,0,"0",0,0
"1164",8,3,3,2,7,1,2,0,5,4,2,1,0,4,1,2,2,7,7,0,2,5,4,1,2,5,2,1,7,0,0,0,0,0,"0",1,1
"1165",35,3,3,8,3,4,2,0,5,4,2,0,2,2,3,2,2,7,5,2,3,6,3,0,6,2,2,1,5,2,0,0,1,0,"0",0,0
"1166",39,3,2,9,7,0,2,0,1,8,0,0,0,3,3,4,9,0,7,2,0,9,0,2,6,1,0,0,5,0,0,0,0,0,"0",0,0
"1167",11,3,3,3,6,1,2,2,4,4,2,0,2,2,3,2,3,6,6,2,2,5,4,3,2,4,2,1,6,0,0,0,0,0,"0",3,1
"1168",10,4,3,3,7,1,2,0,0,9,0,0,0,3,0,6,0,9,6,2,1,4,5,0,3,5,2,0,8,2,0,0,1,0,"0",4,3
"1169",38,3,3,9,5,0,4,0,5,4,0,0,2,0,3,5,9,0,3,2,4,7,2,9,0,0,0,0,3,0,6,0,0,0,"0",0,0
"1170",17,2,4,4,5,1,4,4,4,2,2,1,1,3,1,4,4,5,6,1,2,7,2,4,2,3,1,0,5,0,6,0,0,0,"0",0,0
"1171",36,2,5,8,2,0,7,3,4,3,1,0,1,1,1,7,3,6,5,0,4,9,0,2,5,3,0,0,3,0,0,0,0,0,"0",3,1
"1172",37,2,3,8,5,2,3,2,4,3,1,1,0,3,3,2,6,3,7,1,2,7,2,3,4,3,1,0,4,0,0,0,0,0,"0",3,1
"1173",33,2,3,8,5,0,4,4,3,3,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,3,0,5,0,0,0,"0",4,1
"1174",31,2,5,7,9,0,0,0,8,1,0,0,0,0,5,4,9,0,5,0,4,9,0,4,4,1,0,0,1,2,6,0,1,0,"0",1,1
"1175",33,3,3,8,5,0,4,2,3,4,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,3,0,6,0,0,0,"0",0,0
"1176",10,4,3,3,7,1,1,1,3,6,4,0,0,3,2,0,1,8,8,0,1,5,4,0,5,4,0,0,8,2,6,0,1,0,"0",0,0
"1177",39,2,3,9,5,2,3,2,4,3,1,1,0,3,3,2,6,3,7,1,2,7,2,3,4,3,1,0,5,0,0,0,0,0,"0",0,0
"1178",23,1,1,5,2,2,5,5,4,0,0,0,0,7,0,2,9,0,7,0,2,9,0,4,4,2,0,0,3,2,5,0,1,0,"0",0,0
"1179",31,3,3,7,4,2,4,3,2,5,0,0,0,2,2,5,9,0,3,0,6,9,0,7,2,0,0,0,1,1,0,0,1,0,"0",0,0
"1180",10,3,3,3,8,1,0,1,3,5,3,0,0,2,1,3,0,9,9,0,0,5,4,2,4,4,0,0,8,0,0,0,0,0,"0",0,0
"1181",33,2,3,8,9,0,0,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,3,0,0,0,0,0,"0",0,0
"1182",24,2,2,5,2,4,3,3,3,3,2,0,0,5,3,0,5,4,7,0,2,9,0,5,3,2,0,0,2,2,6,0,1,0,"0",0,0
"1183",38,4,2,9,7,1,2,2,1,6,2,1,0,3,3,2,6,3,5,2,3,7,2,3,5,2,0,0,4,0,0,0,0,0,"0",0,0
"1184",39,3,3,9,5,1,3,3,2,4,2,1,0,3,2,3,5,4,4,2,4,7,2,3,5,1,1,0,5,2,0,0,1,0,"0",0,0
"1185",33,2,4,8,6,1,2,1,4,5,2,0,0,3,3,2,3,6,7,0,2,8,1,2,5,2,0,0,3,2,6,0,1,0,"0",5,1
"1186",8,4,3,2,9,0,0,0,4,5,0,2,0,6,0,2,4,5,9,0,0,3,6,0,3,3,3,0,7,0,0,0,0,0,"0",3,1
"1187",6,3,3,2,9,0,0,0,0,9,5,0,0,3,1,1,0,9,5,4,0,4,5,7,0,0,2,0,8,2,6,0,1,0,"0",0,0
"1188",33,3,3,8,9,0,0,0,4,5,1,1,1,2,5,0,0,9,6,3,0,6,3,5,4,0,0,0,3,2,6,0,1,0,"0",4,1
"1189",10,3,2,3,4,4,1,0,0,9,0,0,0,9,0,0,0,9,7,0,2,7,2,2,3,4,2,1,8,1,0,0,1,0,"0",0,0
"1190",33,2,3,8,7,2,0,0,5,4,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,2,6,0,1,0,"0",0,0
"1191",12,3,2,3,6,3,0,0,4,5,5,0,0,3,1,2,0,9,6,3,0,2,7,0,3,4,3,1,7,2,6,0,1,0,"0",0,0
"1192",23,2,3,5,7,1,2,3,3,4,2,1,0,4,1,3,4,5,7,1,1,5,4,2,6,2,1,0,3,2,0,0,1,0,"0",3,1
"1193",8,4,3,2,9,0,0,0,0,9,0,0,0,9,0,0,0,9,6,3,0,2,7,0,9,0,0,0,7,0,6,0,0,0,"0",0,0
"1194",33,3,3,8,7,1,2,1,4,4,1,0,3,2,2,3,4,5,6,3,1,7,2,2,5,1,2,0,3,2,0,0,1,0,"0",5,1
"1195",24,2,3,5,4,2,4,4,2,3,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2,6,0,1,0,"0",0,0
"1196",8,3,3,2,9,0,0,0,5,4,2,0,0,5,2,1,2,7,5,4,0,5,4,0,2,3,2,3,7,0,6,0,0,0,"0",0,0
"1197",37,2,3,8,5,1,4,3,3,3,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,4,2,6,0,1,0,"0",0,0
"1198",38,2,4,9,6,1,3,3,4,3,2,0,0,5,1,2,7,2,5,1,3,6,3,5,2,2,1,0,4,0,0,0,0,0,"1",0,0
"1199",39,2,2,9,2,2,5,5,3,1,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,5,0,5,0,0,0,"0",0,0
"1200",33,3,2,8,8,1,0,0,2,7,0,0,0,4,3,3,3,6,6,3,0,9,0,2,5,2,2,0,3,2,6,0,1,0,"0",0,0
"1201",2,3,3,1,9,0,0,0,4,5,2,5,0,2,0,0,9,0,5,4,0,2,7,0,0,7,2,0,6,3,0,0,1,0,"0",7,1
"1202",39,2,4,9,7,0,2,0,5,4,4,0,2,0,2,2,0,9,5,4,0,6,3,0,7,2,0,0,5,2,5,0,1,0,"0",0,0
"1203",9,2,3,3,6,2,3,3,4,3,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,4,0,0,0,0,0,"0",3,1
"1204",33,4,2,8,9,0,0,0,2,7,3,1,0,4,1,1,0,9,7,2,0,6,3,0,6,3,0,0,3,0,6,0,0,0,"0",0,0
"1205",13,3,3,3,7,2,1,1,3,5,3,1,1,4,2,1,1,8,6,3,1,5,4,2,4,4,1,0,6,2,0,0,1,0,"0",0,0
"1206",8,4,3,2,7,1,2,0,3,6,3,1,0,4,1,2,1,8,7,0,2,5,4,1,3,5,1,1,7,0,0,0,0,0,"1",3,2
"1207",33,3,3,8,7,2,1,0,5,4,4,0,0,1,4,2,3,6,5,4,1,6,4,1,5,2,0,2,3,0,0,0,0,0,"0",2,1
"1208",38,3,3,9,7,0,2,0,4,5,0,0,0,0,5,4,5,4,5,3,3,9,0,4,5,0,0,0,3,2,0,0,1,0,"0",0,0
"1209",8,2,2,2,5,2,3,3,4,3,4,0,0,3,0,2,9,0,3,0,6,9,0,2,3,4,2,1,7,0,5,0,0,0,"0",0,0
"1210",1,3,4,1,7,1,1,1,6,3,4,0,0,3,1,2,1,8,8,1,1,7,2,2,3,5,0,0,8,0,0,0,0,0,"0",0,0
"1211",33,3,3,8,5,0,4,2,2,5,1,0,1,2,3,3,3,6,5,2,3,9,0,3,3,4,1,0,3,0,6,0,0,0,"0",0,0
"1212",9,4,3,3,7,1,1,1,2,7,0,0,0,2,5,2,8,1,4,2,4,8,1,3,5,1,1,0,4,0,0,0,0,0,"0",3,1
"1213",12,4,2,3,9,0,0,0,0,8,2,0,0,2,5,0,4,5,9,0,0,7,2,0,4,5,0,0,7,2,6,0,1,0,"0",4,2
"1214",41,3,3,10,7,2,0,0,3,6,2,0,2,0,4,3,4,5,7,2,0,5,4,2,2,3,3,0,4,0,0,0,0,0,"0",3,1
"1215",11,3,2,3,6,2,1,2,3,5,2,0,0,5,1,1,2,7,7,2,0,5,4,1,0,5,3,0,6,0,0,0,0,0,"0",3,1
"1216",35,4,3,8,6,2,2,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,5,0,0,0,0,0,"0",0,0
"1217",25,2,4,6,6,0,3,3,2,4,2,2,1,4,2,1,3,6,6,1,3,5,4,1,5,3,1,0,1,0,0,0,0,0,"1",0,0
"1218",35,4,4,8,6,0,3,2,2,5,2,1,1,3,3,2,3,6,6,1,2,6,3,0,9,0,0,0,5,0,0,0,0,0,"0",6,3
"1219",3,2,4,1,6,0,3,4,4,2,3,0,0,4,0,2,7,2,6,0,3,4,5,5,2,2,0,0,6,2,0,0,1,0,"0",0,0
"1220",34,2,3,8,7,1,2,4,4,2,0,0,0,9,0,0,7,2,6,2,1,5,4,5,3,1,0,0,6,1,0,0,1,0,"0",0,0
"1221",33,2,3,8,9,0,0,0,5,4,0,0,0,1,8,1,1,8,5,0,4,9,0,1,4,0,5,0,3,0,7,0,0,0,"0",0,0
"1222",41,3,3,10,7,0,2,2,3,5,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,4,0,0,0,0,0,"0",1,1
"1223",37,2,3,8,6,1,3,1,5,3,1,0,1,2,1,5,3,6,4,0,5,7,2,3,3,1,3,1,4,0,0,0,0,0,"0",0,0
"1224",29,2,1,7,4,4,2,1,6,3,1,0,0,6,2,2,5,4,7,0,2,7,2,4,4,2,0,0,3,2,0,0,1,0,"0",8,4
"1225",38,2,1,9,7,0,2,0,7,2,1,0,0,1,4,5,7,2,7,0,2,6,3,1,1,8,1,0,4,2,0,0,1,0,"0",4,1
"1226",9,3,3,3,7,1,2,2,3,5,4,0,0,5,1,1,6,3,7,1,2,4,5,3,4,3,1,0,4,0,0,0,0,0,"0",0,0
"1227",11,2,3,3,7,1,2,4,4,2,0,0,0,9,0,0,7,2,6,2,1,5,4,5,3,1,0,0,6,2,6,0,1,0,"0",0,0
